"experiment_id","cluster","center_dist"
"a6dab29d-ac53-42d2-9949-c78c6de58608",3,3.50647425232792
"dcebc993-e3ae-4c17-9b47-4c6687198ece",4,4.04425263814587
"24bcd918-be48-4a8c-83a1-3b22eaf50f86",4,4.30216076097913
"976deed7-0f84-4f6f-a9f0-48cb5bb4b6c2",3,3.54035643239444
"78ec1a3c-1ed8-4c55-a1f3-184ba5a3e95a",4,4.40230593612486
