experiment_id,cluster,center_dist
dbadf489-4741-48df-9956-881b83793eda,3,4.48239703177085
36acb0a1-4f13-474e-84c8-a3bf32094014,2,2.01402239810283
2f1d3b5f-dda9-4a1e-bffc-b8965f5da3fe,1,1.71738475107309
506b3775-97b4-4439-b87d-23b1ffd41f4a,2,1.90584590011996
4750cf0f-34af-4f39-88ec-971ac4899dd7,2,1.91610746307543
