"experiment_id","cluster","center_dist"
"dbadf489-4741-48df-9956-881b83793eda",1,1.93695390311876
"36acb0a1-4f13-474e-84c8-a3bf32094014",1,1.70569392542429
"2f1d3b5f-dda9-4a1e-bffc-b8965f5da3fe",3,2.98201525802265
"af873a6e-15df-4a37-977e-ccd57d3c7480",1,1.35527055890196
"506b3775-97b4-4439-b87d-23b1ffd41f4a",2,2.84872231712825
