experiment_id,time_start,time_duration,hour,show_select_match,show_order,select_order,order_x,order_y,relatedness_cottle,dominance_cottle,relatedness_group,dominance_group,default_size,center_x_past,center_y_past,radius_past,color_past,center_x_present,center_y_present,radius_present,color_present,center_x_future,center_y_future,radius_future,color_future,default_size_past,default_size_present,default_size_future,total_events_past,time_spent_past,num_selects_past,num_moves_past,num_resizes_past,num_color_changes_past,total_events_present,time_spent_present,num_selects_present,num_moves_present,num_resizes_present,num_color_changes_present,total_events_future,time_spent_future,num_selects_future,num_moves_future,num_resizes_future,num_color_changes_future,relatedness_cottle_past,dominance_cottle_past,relatedness_cottle_present,dominance_cottle_present,relatedness_cottle_future,dominance_cottle_future,timeflow_angle_past,timeflow_length_past,timeflow_vector_angle_past,timeflow_angle_present,timeflow_length_present,timeflow_vector_angle_present,timeflow_angle_future,timeflow_length_future,timeflow_vector_angle_future
dbadf489-4741-48df-9956-881b83793eda,1411563928362,3843,10,1.0,future_past_present,future_past_present,future_past_present,past_present_future,6,0,contiguous,absence,1.0,534,151,70,black,557,310,70,black,528,365,70,black,yes,yes,yes,0,458,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,2,0,6,0,4,0,-81.76902489880968,160.65490966665163,-170.16302190952743,-117.80145877993414,62.177166226839255,-36.03243388112446,88.39399701071775,214.0840956259946,-153.8045442093481
36acb0a1-4f13-474e-84c8-a3bf32094014,1411610900814,34963,23,1.0,present_future_past,present_future_past,past_present_future,present_future_past,12,0,integrated_projected,absence,1.0,322,196,70,yellow,377,108,70,red,426,192,70,blue,yes,yes,yes,64,7318,2,61,0,1,16,4748,1,14,0,1,35,7657,2,32,0,1,8,0,8,0,8,0,57.9946167919165,103.77379245262264,-124.2079813698493,-59.743562836470744,97.24710792614863,-117.73817962838724,-177.7974018382342,104.0768946500615,-118.05383900176349
2f1d3b5f-dda9-4a1e-bffc-b8965f5da3fe,1411612134766,185335,23,0.6666666666666666,present_past_future,past_present_future,past_present_future,past_future_present,8,6,integrated_projected,dominance,0.3333333333333333,228.92758028761244,204.92758028761236,104.92758028761241,black,343,272,70,black,420.7197346203029,245.28026537969708,47.719734620302916,red,no,yes,no,68,92017,0,23,41,4,49,30501,0,49,0,0,64,29945,0,54,9,1,4,4,8,2,4,0,-30.454720836873292,132.3299906488087,161.426896916459,18.9727653442194,82.18455674656721,49.42748618109269,168.11838224666772,195.9912489314651,149.14561690244835
af873a6e-15df-4a37-977e-ccd57d3c7480,1411676790831,63487,17,1.0,present_past_future,present_past_future,past_present_future,past_future_present,6,4,contiguous,secondary,0.6666666666666666,196,228,70,saddlebrown,343.89600617974406,237.89600617974406,110.89600617974406,green,500,228,70,blue,yes,no,yes,7,14638,1,5,0,1,15,24917,2,7,5,1,8,9040,0,7,0,1,4,0,4,4,2,0,-3.8280645822807426,148.2267168300925,176.17193541771928,3.627336213464833,156.41735141902907,7.455400795745561,180.0,304.0,176.37266378653516
506b3775-97b4-4439-b87d-23b1ffd41f4a,1411739849183,55157,10,0.6666666666666666,future_past_present,past_present_future,past_present_future,future_past_present,0,0,atomistic,absence,1.0,177,197,70,black,364,197,70,black,550,192,70,black,yes,yes,yes,3,4290,0,3,0,0,3,8707,0,3,0,0,15,5343,0,15,0,0,0,0,0,0,0,0,0.0,187.0,179.2320060580539,1.5398382886236162,186.06719216455113,1.5398382886235993,-179.23200605805388,373.0335105590381,179.22815565332252
